queryOption,approximateQuery,inputTopicName,radius,wInterval,wStep,uniformGridSize,executionCost1, executionCost2, executionCost3,avg_time_sec, numberRecords1, numberRecords2, numberRecords3avg_records, throughput
2,true,TaxiDrive17MillionGeoJSON,0.005,100,50,100,121089, 121060, 121064,121.071, 46259570, 44893873, 45092324,45415255.666666664, 375112.5840760105
2,true,TaxiDrive17MillionGeoJSON,0.005,100,50,200,121105, 121079, 121020,121.068, 45990718, 45885570, 45920106,45932131.333333336, 379391.1796125594
2,true,TaxiDrive17MillionGeoJSON,0.005,100,50,300,121080, 121012, 121011,121.03433333333332, 45496379, 46089256, 45697427,45761020.666666664, 378082.97370167694
2,true,TaxiDrive17MillionGeoJSON,0.005,100,50,400,121011, 121019, 121011,121.01366666666667, 45352192, 45389112, 45944075,45561793.0, 376501.2188705959
2,true,TaxiDrive17MillionGeoJSON,0.005,100,50,500,121013, 121061, 121069,121.04766666666667, 44159142, 45182902, 45160137,44834060.333333336, 370383.51558476966
7,true,TaxiDrive17MillionGeoJSON,0.005,100,50,200,121084, 121007, 121090,121.06033333333333, 46175598, 46387525, 45768336,46110486.333333336, 380888.4798488908
7,false,TaxiDrive17MillionGeoJSON,0.005,100,50,200,121106, 121051, 121053,121.07, 45711118, 45851611, 46120881,45894536.666666664, 379074.39222488366
7,true,TaxiDrive17MillionGeoJSON,0.0005,100,50,200,121065, 121010, 121014,121.02966666666667, 45639207, 45855459, 45644184,45712950.0, 377700.3709834228
7,true,TaxiDrive17MillionGeoJSON,0.005,100,50,200,121064, 121042, 121037,121.04766666666667, 45764781, 45782639, 44831424,45459614.666666664, 375551.35029451206
7,true,TaxiDrive17MillionGeoJSON,0.05,100,50,200,121092, 121042, 121101,121.07833333333333, 45689322, 45838857, 45526430,45684869.666666664, 377316.6379891805
7,true,TaxiDrive17MillionGeoJSON,0.5,100,50,200,121029, 121015, 121095,121.04633333333332, 36189640, 36196622, 36093474,36159912.0, 298727.8590291872
7,true,TaxiDrive17MillionGeoJSON,0.005,100,50,100,121041, 121026, 121065,121.044, 45546874, 45753433, 45339122,45546476.333333336, 376280.3305684985
7,true,TaxiDrive17MillionGeoJSON,0.005,100,50,200,121008, 121085, 121086,121.05966666666667, 45467528, 44406383, 45613605,45162505.333333336, 373059.88507044734
7,true,TaxiDrive17MillionGeoJSON,0.005,100,50,300,121030, 121004, 121064,121.03266666666667, 46382532, 45197994, 45780289,45786938.333333336, 378302.3178315496
7,true,TaxiDrive17MillionGeoJSON,0.005,100,50,400,121028, 121000, 121040,121.02266666666667, 45593445, 45212348, 45650705,45485499.333333336, 375842.81181486667
7,true,TaxiDrive17MillionGeoJSON,0.005,100,50,500,121021, 121038, 121077,121.04533333333333, 43680937, 45081691, 44770499,44511042.333333336, 367722.08483873814
12,true,TaxiDrive17MillionGeoJSON,0.005,100,50,200,121102, 121076, 121093,121.09033333333333, 46054721, 45638334, 46549413,46080822.666666664, 380549.143752185
12,false,TaxiDrive17MillionGeoJSON,0.005,100,50,200,121053, 121063, 121001,121.039, 45843371, 44789936, 45614880,45416062.333333336, 375218.4199583055
12,true,TaxiDrive17MillionGeoJSON,0.0005,100,50,200,121046, 121037, 121082,121.055, 45785487, 46043349, 45679314,45836050.0, 378638.2222956507
12,true,TaxiDrive17MillionGeoJSON,0.005,100,50,200,121048, 121035, 121014,121.03233333333333, 46150305, 45960905, 45904758,46005322.666666664, 380107.7067560459
12,true,TaxiDrive17MillionGeoJSON,0.05,100,50,200,121086, 121012, 121013,121.037, 46367467, 46030624, 45866526,46088205.666666664, 380777.82551341044
12,true,TaxiDrive17MillionGeoJSON,0.5,100,50,200,121007, 121070, 121103,121.06, 35941979, 36404085, 36612568,36319544.0, 300012.7540062779
12,true,TaxiDrive17MillionGeoJSON,0.005,100,50,100,121097, 121076, 121079,121.084, 45854129, 45691602, 46267803,45937844.666666664, 379388.23186107713
12,true,TaxiDrive17MillionGeoJSON,0.005,100,50,200,121005, 121126, 121026,121.05233333333332, 45529217, 45785866, 46051165,45788749.333333336, 378255.8177317249
12,true,TaxiDrive17MillionGeoJSON,0.005,100,50,300,121110, 121047, 121024,121.06033333333333, 46128788, 45928919, 44869353,45642353.333333336, 377021.5402237452
12,true,TaxiDrive17MillionGeoJSON,0.005,100,50,400,121061, 121096, 121074,121.077, 45472678, 45317278, 46003552,45597836.0, 376601.96403941297
12,true,TaxiDrive17MillionGeoJSON,0.005,100,50,500,121097, 121026, 121077,121.06666666666668, 44014715, 45311248, 44975860,44767274.333333336, 369773.7417400881
16,true,NYCBuildingsPolygons,0.005,100,50,200,121072, 121070, 121017,121.053, 12519793, 12160349, 12386980,12355707.333333334, 102068.57602317444
16,false,NYCBuildingsPolygons,0.005,100,50,200,121020, 121034, 121103,121.05233333333332, 12209265, 12455367, 12528887,12397839.666666666, 102417.18870901567
16,true,NYCBuildingsPolygons,0.0005,100,50,200,121070, 121047, 121050,121.05566666666667, 12470656, 12381830, 12460940,12437808.666666666, 102744.53901373196
16,true,NYCBuildingsPolygons,0.005,100,50,200,121111, 121069, 121012,121.064, 12445077, 12249380, 12384073,12359510.0, 102090.71235049231
16,true,NYCBuildingsPolygons,0.05,100,50,200,121075, 121057, 121013,121.04833333333333, 12189774, 11760804, 12199288,12049955.333333334, 99546.64390257336
16,true,NYCBuildingsPolygons,0.5,100,50,200,121114, 121056, 120135,120.76833333333333, 4926397, 4938448, 4725259,4863368.0, 40270.22536260885
16,true,NYCBuildingsPolygons,0.005,50,50,200,121015, 121045, 121040,121.03333333333333, 12242165, 12374739, 12332767,12316557.0, 101761.69374827872
16,true,NYCBuildingsPolygons,0.005,100,50,200,121046, 121109, 121108,121.08766666666668, 12300212, 12285953, 12290877,12292347.333333334, 101516.09715275158
16,true,NYCBuildingsPolygons,0.005,150,50,200,121016, 121099, 121038,121.051, 12391213, 12418944, 12410140,12406765.666666666, 102492.05431319581
16,true,NYCBuildingsPolygons,0.005,200,50,200,121025, 121018, 121103,121.04866666666668, 12112740, 12426544, 12454885,12331389.666666666, 101871.33824962961
16,true,NYCBuildingsPolygons,0.005,250,50,200,121015, 121071, 121106,121.064, 12471709, 12384455, 12358565,12404909.666666666, 102465.71785722152
16,true,NYCBuildingsPolygons,0.005,250,25,200,121047, 121016, 121035,121.03266666666667, 12512853, 11963446, 12414320,12296873.0, 101599.62048813267
