queryOption,approximateQuery,inputTopicName,radius,k,wInterval,wStep,uniformGridSize,executionCost1, executionCost2, executionCost3,avg_time_sec, numberRecords1, numberRecords2, numberRecords3, avg_records, throughput
87,true,NYCBuildingsLineStrings,0.005,50,100,50,200,121105, 121041, 121029,121.05833333333332, 19803684, 19560255, 19673765,19679234.666666668, 162559.93391615615
87,true,NYCBuildingsLineStrings,0.005,50,100,50,300,121105, 121046, 121085,121.07866666666668, 19933454, 19538522, 19514558,19662178.0, 162391.76182977456
87,true,NYCBuildingsLineStrings,0.005,50,100,50,400,121101, 121060, 121008,121.05633333333333, 19060848, 19458842, 19583391,19367693.666666668, 159989.09873915452
87,true,NYCBuildingsLineStrings,0.005,50,100,50,500,121046, 121108, 121038,121.064, 19281074, 19326348, 19097988,19235136.666666668, 158884.03378929052
92,true,NYCBuildingsLineStrings,0.005,25,100,50,200,121005, 121014, 121102,121.04033333333332, 19950731, 19673483, 19559713,19727975.666666668, 162986.79228136077
92,true,NYCBuildingsLineStrings,0.005,50,100,50,200,121032, 121004, 120996,121.01066666666667, 19738365, 19791871, 19350034,19626756.666666668, 162190.30278322572
92,true,NYCBuildingsLineStrings,0.005,75,100,50,200,121010, 121055, 121104,121.05633333333333, 19577847, 19815657, 19802483,19731995.666666668, 162998.45801816788
92,true,NYCBuildingsLineStrings,0.005,100,100,50,200,121014, 121046, 121110,121.05666666666667, 19683868, 19781156, 19566937,19677320.333333332, 162546.35845471817
92,true,NYCBuildingsLineStrings,0.005,125,100,50,200,121107, 121105, 121011,121.07433333333333, 19798157, 19938301, 19945400,19893952.666666668, 164311.89104214218
92,true,NYCBuildingsLineStrings,0.0005,50,100,50,200,121096, 121103, 121033,121.07733333333333, 19797325, 19738270, 19925250,19820281.666666668, 163699.35743546826
92,true,NYCBuildingsLineStrings,0.005,50,100,50,200,121103, 121105, 121070,121.09266666666667, 19726620, 19870091, 19805319,19800676.666666668, 163516.72823567627
92,true,NYCBuildingsLineStrings,0.05,50,100,50,200,120999, 121028, 121055,121.02733333333333, 17741286, 17760376, 17851090,17784250.666666668, 146944.08425644896
92,true,NYCBuildingsLineStrings,0.5,50,100,50,200,121034, 121095, 121106,121.07833333333333, 4490514, 4507230, 4114089,4370611.0, 36097.38323674756
92,true,NYCBuildingsLineStrings,0.005,50,100,50,100,121109, 121022, 121031,121.054, 19369793, 20022921, 20000959,19797891.0, 163545.94643712722
92,true,NYCBuildingsLineStrings,0.005,50,100,50,200,121016, 121024, 121016,121.01866666666668, 19856389, 19698665, 19718793,19757949.0, 163263.6480322595
92,true,NYCBuildingsLineStrings,0.005,50,100,50,300,121071, 121026, 121019,121.03866666666667, 19601544, 19561344, 19686193,19616360.333333332, 162066.89047026294
92,true,NYCBuildingsLineStrings,0.005,50,100,50,400,121002, 121010, 121109,121.04033333333332, 19591569, 19415402, 19446270,19484413.666666668, 160974.55393656663
92,true,NYCBuildingsLineStrings,0.005,50,100,50,500,121047, 121057, 121033,121.04566666666668, 19406569, 19596891, 19410704,19471388.0, 160859.85179147264
