2101,NetworkMadagascar_Obj200_TI15_18M,IncrementalNormalizedMBR,5000,5,30,5e-05,100,true,"Source: Custom Source -> Map -> Timestamps/Watermarks", execDuration, 120920, readRecords, 0, writeRecords, 1301434,"TumblingEventTimeWindows", execDuration, 120891, readRecords, 1251105, writeRecords, 3369,"Source: Custom Source -> Map -> Timestamps/Watermarks", execDuration, 121080, readRecords, 0, writeRecords, 1376509,"TumblingEventTimeWindows", execDuration, 121048, readRecords, 1333837, writeRecords, 2859
2101,NetworkMadagascar_Obj200_TI15_18M,IncrementalNormalizedMBR,5000,5,30,5e-05,300,true,"Source: Custom Source -> Map -> Timestamps/Watermarks", execDuration, 120983, readRecords, 0, writeRecords, 1204459,"TumblingEventTimeWindows", execDuration, 120953, readRecords, 1143899, writeRecords, 9564,"Source: Custom Source -> Map -> Timestamps/Watermarks", execDuration, 121115, readRecords, 0, writeRecords, 1156310,"TumblingEventTimeWindows", execDuration, 121083, readRecords, 1098502, writeRecords, 9564
2101,NetworkMadagascar_Obj200_TI15_18M,IncrementalNormalizedMBR,5000,5,30,5e-05,500,true,"Source: Custom Source -> Map -> Timestamps/Watermarks", execDuration, 121065, readRecords, 0, writeRecords, 846079,"TumblingEventTimeWindows", execDuration, 121030, readRecords, 798313, writeRecords, 18105,"Source: Custom Source -> Map -> Timestamps/Watermarks", execDuration, 121092, readRecords, 0, writeRecords, 832297,"TumblingEventTimeWindows", execDuration, 121065, readRecords, 781384, writeRecords, 16456
2101,NetworkMadagascar_Obj200_TI15_18M,DistributedNestedLoop,5000,5,30,5e-05,300,true,"Source: Custom Source -> Map -> Timestamps/Watermarks", execDuration, 121121, readRecords, 0, writeRecords, 137549,"SlidingEventTimeWindows", execDuration, 121089, readRecords, 36841, writeRecords, 29687,"Source: Custom Source -> Map -> Timestamps/Watermarks", execDuration, 121045, readRecords, 0, writeRecords, 144481,"SlidingEventTimeWindows", execDuration, 121010, readRecords, 38451, writeRecords, 30332
2101,NetworkMadagascar_Obj200_TI15_18M,DistributedNestedLoop,5000,25,30,5e-05,300,true,"Source: Custom Source -> Map -> Timestamps/Watermarks", execDuration, 120997, readRecords, 0, writeRecords, 143459,"SlidingEventTimeWindows", execDuration, 120960, readRecords, 38692, writeRecords, 33001,"Source: Custom Source -> Map -> Timestamps/Watermarks", execDuration, 121095, readRecords, 0, writeRecords, 138171,"SlidingEventTimeWindows", execDuration, 121057, readRecords, 37520, writeRecords, 30248
2101,NetworkMadagascar_Obj200_TI15_18M,DistributedNestedLoop,5000,50,30,5e-05,300,true,"Source: Custom Source -> Map -> Timestamps/Watermarks", execDuration, 120987, readRecords, 0, writeRecords, 140158,"SlidingEventTimeWindows", execDuration, 120947, readRecords, 38335, writeRecords, 23476,"Source: Custom Source -> Map -> Timestamps/Watermarks", execDuration, 121108, readRecords, 0, writeRecords, 134784,"SlidingEventTimeWindows", execDuration, 121077, readRecords, 37591, writeRecords, 24148
2101,NetworkMadagascar_Obj200_TI15_18M,DistributedNestedLoop,5000,100,30,5e-05,300,true,"Source: Custom Source -> Map -> Timestamps/Watermarks", execDuration, 121036, readRecords, 0, writeRecords, 148186,"SlidingEventTimeWindows", execDuration, 120998, readRecords, 61453, writeRecords, 16778,"Source: Custom Source -> Map -> Timestamps/Watermarks", execDuration, 121024, readRecords, 0, writeRecords, 148671,"SlidingEventTimeWindows", execDuration, 120992, readRecords, 58683, writeRecords, 16942
2101,NetworkMadagascar_Obj200_TI15_18M,MBRSlidingFullWindow,5000,5,30,5e-05,300,true,"Source: Custom Source -> Map -> Timestamps/Watermarks", execDuration, 120947, readRecords, 0, writeRecords, 190754,"SlidingEventTimeWindows", execDuration, 120910, readRecords, 110900, writeRecords, 446077,"Source: Custom Source -> Map -> Timestamps/Watermarks", execDuration, 121069, readRecords, 0, writeRecords, 188826,"SlidingEventTimeWindows", execDuration, 121032, readRecords, 111279, writeRecords, 442194
2101,NetworkMadagascar_Obj200_TI15_18M,MBRSlidingFullWindow,5000,25,30,5e-05,300,true,"Source: Custom Source -> Map -> Timestamps/Watermarks", execDuration, 121010, readRecords, 0, writeRecords, 626249,"SlidingEventTimeWindows", execDuration, 120975, readRecords, 577498, writeRecords, 1522892,"Source: Custom Source -> Map -> Timestamps/Watermarks", execDuration, 121112, readRecords, 0, writeRecords, 699349,"SlidingEventTimeWindows", execDuration, 121073, readRecords, 673230, writeRecords, 1153531
2101,NetworkMadagascar_Obj200_TI15_18M,MBRSlidingFullWindow,5000,50,30,5e-05,300,true,"Source: Custom Source -> Map -> Timestamps/Watermarks", execDuration, 120971, readRecords, 0, writeRecords, 1445676,"SlidingEventTimeWindows", execDuration, 120935, readRecords, 1406879, writeRecords, 921126,"Source: Custom Source -> Map -> Timestamps/Watermarks", execDuration, 121140, readRecords, 0, writeRecords, 1460389,"SlidingEventTimeWindows", execDuration, 121099, readRecords, 1431048, writeRecords, 857213
