2101,NetworkMadagascar_Obj200_TI15_18M,DistributedNestedLoop,5000,5,30,5e-05,10,true,"Source: Custom Source -> Map -> (Sink: Print to Std. Out- Timestamps/Watermarks)","SlidingEventTimeWindows", 91082,91079, 0,44598, 103509,12343
2101,NetworkMadagascar_Obj200_TI15_18M,DistributedNestedLoop,5000,5,30,5e-05,20,true,"Source: Custom Source -> Map -> (Sink: Print to Std. Out- Timestamps/Watermarks)","SlidingEventTimeWindows", 91020,91017, 0,25569, 81036,21013
